./sample_images/adobo/adobo10.jpg,APPROPRIATE
./sample_images/adobo/adobo101.jpg,APPROPRIATE
./sample_images/adobo/adobo102.jpg,APPROPRIATE
./sample_images/adobo/adobo105.jpg,APPROPRIATE
./sample_images/adobo/adobo107.jpg,APPROPRIATE
./sample_images/adobo/adobo108.jpg,APPROPRIATE
./sample_images/adobo/adobo109.jpg,APPROPRIATE
./sample_images/adobo/adobo116.jpg,APPROPRIATE
./sample_images/adobo/adobo117.jpg,APPROPRIATE
./sample_images/adobo/adobo120.jpg,APPROPRIATE
./sample_images/adobo/adobo121.jpg,APPROPRIATE
./sample_images/adobo/adobo122.jpg,APPROPRIATE
./sample_images/adobo/adobo126.jpg,APPROPRIATE
./sample_images/adobo/adobo129.jpg,APPROPRIATE
./sample_images/adobo/adobo139.jpg,APPROPRIATE
./sample_images/adobo/adobo140.jpg,APPROPRIATE
./sample_images/adobo/adobo141.jpg,APPROPRIATE
./sample_images/adobo/adobo149.jpg,APPROPRIATE
./sample_images/adobo/adobo15.jpg,APPROPRIATE
./sample_images/adobo/adobo150.jpg,APPROPRIATE
./sample_images/adobo/adobo155.jpg,APPROPRIATE
./sample_images/adobo/adobo156.jpg,APPROPRIATE
./sample_images/adobo/adobo158.jpg,INCORRECT
./sample_images/adobo/adobo161.jpg,APPROPRIATE
./sample_images/adobo/adobo167.jpg,INCORRECT
./sample_images/adobo/adobo172.jpg,APPROPRIATE
./sample_images/adobo/adobo175.jpg,APPROPRIATE
./sample_images/adobo/adobo177.jpg,INCORRECT
./sample_images/adobo/adobo179.jpg,APPROPRIATE
./sample_images/adobo/adobo18.jpg,APPROPRIATE
./sample_images/adobo/adobo181.jpg,APPROPRIATE
./sample_images/adobo/adobo182.jpg,APPROPRIATE
./sample_images/adobo/adobo183.jpg,APPROPRIATE
./sample_images/adobo/adobo184.jpg,APPROPRIATE
./sample_images/adobo/adobo188.jpg,APPROPRIATE
./sample_images/adobo/adobo190.jpg,APPROPRIATE
./sample_images/adobo/adobo191.jpg,APPROPRIATE
./sample_images/adobo/adobo192.jpg,APPROPRIATE
./sample_images/adobo/adobo202.jpg,APPROPRIATE
./sample_images/adobo/adobo206.jpg,APPROPRIATE
./sample_images/adobo/adobo208.jpg,APPROPRIATE
./sample_images/adobo/adobo209.jpg,APPROPRIATE
./sample_images/adobo/adobo210.jpg,APPROPRIATE
./sample_images/adobo/adobo214.jpg,INCORRECT
./sample_images/adobo/adobo215.jpg,INCORRECT
./sample_images/adobo/adobo216.jpg,APPROPRIATE
./sample_images/adobo/adobo221.jpg,APPROPRIATE
./sample_images/adobo/adobo225.jpg,INCORRECT
./sample_images/adobo/adobo226.jpg,APPROPRIATE
./sample_images/adobo/adobo227.jpg,APPROPRIATE
./sample_images/adobo/adobo228.jpg,INCORRECT
./sample_images/adobo/adobo23.jpg,APPROPRIATE
./sample_images/adobo/adobo234.jpg,INCORRECT
./sample_images/adobo/adobo238.jpg,APPROPRIATE
./sample_images/adobo/adobo24.jpg,APPROPRIATE
./sample_images/adobo/adobo242.jpg,INCORRECT
./sample_images/adobo/adobo248.jpg,APPROPRIATE
./sample_images/adobo/adobo255.jpg,APPROPRIATE
./sample_images/adobo/adobo257.jpg,APPROPRIATE
./sample_images/adobo/adobo258.jpg,APPROPRIATE
./sample_images/adobo/adobo259.jpg,APPROPRIATE
./sample_images/adobo/adobo260.jpg,APPROPRIATE
./sample_images/adobo/adobo270.jpg,APPROPRIATE
./sample_images/adobo/adobo273.jpg,APPROPRIATE
./sample_images/adobo/adobo275.jpg,APPROPRIATE
./sample_images/adobo/adobo278.jpg,APPROPRIATE
./sample_images/adobo/adobo28.jpg,APPROPRIATE
./sample_images/adobo/adobo282.jpg,APPROPRIATE
./sample_images/adobo/adobo284.jpg,APPROPRIATE
./sample_images/adobo/adobo285.jpg,INCORRECT
./sample_images/adobo/adobo288.jpg,APPROPRIATE
./sample_images/adobo/adobo289.jpg,APPROPRIATE
./sample_images/adobo/adobo29.jpg,APPROPRIATE
./sample_images/adobo/adobo290.jpg,APPROPRIATE
./sample_images/adobo/adobo291.jpg,APPROPRIATE
./sample_images/adobo/adobo292.jpg,APPROPRIATE
./sample_images/adobo/adobo297.jpg,APPROPRIATE
./sample_images/adobo/adobo299.jpg,INCORRECT
./sample_images/adobo/adobo3.jpg,APPROPRIATE
./sample_images/adobo/adobo300.jpg,APPROPRIATE
./sample_images/adobo/adobo31.jpg,APPROPRIATE
